"pid","label","object_type","genre","worktags","iconclass_code","height_cm","width_cm","diameter_cm","location_country","location_city","location_collection","location_or_most_recent_sale_notes","collection_type","realdate","medium","medium_notes","support","support_notes","signature","signature_location","support_marks","further_inscription","print_notes","print_type","plate_dimensions","states","printmaker","publisher","series","collaborators","collaborator_notes","collectors_patrons","our_attribution","other_attribution_authorities","bibliography","biblio_reference","exhibition_history","ertz_1979","ertz_2008","bailey_walker","hollstein_no","provenance","provenance_text","related_works","related_works_notes","copies_and_variants","curatorial_files","general_notes","external_resources_title","external_resources_url","thumbnail","fullwidth","collection","layout","order","original_image_file","image_source_title","image_source_url"
18500,"The Flatterers (Paris)","Painting",,,,,,,,,,,"Unknown/Not Applicable",,"Oil",,,,,,,,,,,,,,"Proverbs Series",,,,,"Pieter Brueghel II",,,,,,,,,,,,,,,,,"img/derivatives/simple/18500/thumbnail.jpg","img/derivatives/simple/18500/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD38.1b.jpg",,
18389,"The Garden of Eden (Gallerie Mullenmeister, 1983)","Painting","Religious","Birds|Deer|Lion|Parrot|Paradise",,58.5,44.5,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Panel",,,,,,,,,,,,"Paradise Series",,,,,,"Klaus Ertz, ""Jan Brueghel d. A., de Gemalde"", Cologne, 1979, page 526, anm. 298. Also, Jan Brueghel the Younger with illustration No. 87 (Autumn 1983), Burlington Magazine, London, December 1955.",8319,,,,,,,"Coll. Mensing, Amsterdam, 1938, Coll. Benedict, Paris, Gallery Abels, Cologne, 1954. Sale, Gallerie Mullenmeister, Solingen, 15 November 1983.",,,,,,,,"img/derivatives/simple/18389/thumbnail.jpg","img/derivatives/simple/18389/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD385.0c.jpg",,
18392,"The Paradise of Animals (Dorotheum, Vienna, 1996)","Painting","Religious","Birds|Cattle|Dog|Horse|Lion|Parrot|Old Testament|Paradise",,50,80,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Panel",,,,,,,,,,,,"Paradise Series",,,,,,,,,,,,,,,,,,,,,,"img/derivatives/simple/18392/thumbnail.jpg","img/derivatives/simple/18392/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD388.0c.jpg",,
18401,"The Paradise (Dorotheum, Vienna, 1994)","Painting","Religious","Deer|Dog|Lion|Sheep",,51.5,67,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Panel",,,,,,,,,,,,"Paradise Series",,,,,,,,,,,,,,"Sale, Vienna, Dorotheum, 7 June 1994.",,,,,,,,"img/derivatives/simple/18401/thumbnail.jpg","img/derivatives/simple/18401/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD398.0b.jpg",,
18501,"The Goose-Shepherd (London, Christie's)","Painting",,,,,,19.3,,,,,"Unknown/Not Applicable",,"Oil",,"Panel",,,,,,,,,,,,"Proverbs Series",,,,,"Pieter Bruegel II",,,,,,,,,"Sale, London Christie's, 2009-04-24, nr. 19",,,,,,,,"img/derivatives/simple/18501/thumbnail.jpg","img/derivatives/simple/18501/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD40.0a.jpg",,
18504,"Two Peasants Binding Sticks (Birmingham Institute)","Painting",,,,36.7,27.3,,"England","Birmingham","Barber Institute of Fine Arts","cat. 1952, bl2.12","Public",,"Oil",,"Panel",,,,,,,,,,,,"Proverbs Series",,,,,"Pieter Bruegel II","Marlier, 1969, pp. 165-6|exh. cat., Brussels, Palais des Beaux-Arts, Bruegel, une dynastie de peintres, 1980, under no. 94. // uit: cat. 1999 (Handbook) // L'Amour de l""art, Juni 1931, XII, S. 242//  Friedlander in: Burlington Magazine, Augsut 1935, Bd. 67, S. 90|Handbook, Barber Institute of Finer Arts, 1949, S. 11//",8839,,,,,,,"Verz. Prins Paul van Yougoslavie. |Tent. Paris 1935, no. 17. |Ksth. F.A. Drey, London 1944.",,,,,,,,"img/derivatives/simple/18504/thumbnail.jpg","img/derivatives/simple/18504/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD43.0a.jpg",,
18505,"Two Peasants Binding Sticks (Brunswik)","Painting",,,,,,20.3,,,,,"Unknown/Not Applicable",,"Oil",,"Panel",,,,,,,,,,,,"Proverbs Series",,,,,"Pieter Bruegel II","Marlier 1969, S. 166, Nr. 27e",8838,,,,,,,"vlg. Brunswik, 20-04-1950 no 80 weer as P. Brueghel I |Verz. Schloss Blankenburg. |Sale, London Sotheby, 27-10-1948, nr. 113 (an Bruce), als toegeschr. aan Pieter Bruegel I.",,,,,,,,"img/derivatives/simple/18505/thumbnail.jpg","img/derivatives/simple/18505/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD44.0a.jpg",,
18466,"Netherlandish Proverbs (Baron Caroly)","Painting",,,,145,168,,,,,,"Unknown/Not Applicable","ca. 1607","Oil",,,,"P. Breughel 1607",,,,,,,,,,"Proverbs Series",,,,,,,,,,,,,,"Collection, Baron Caroly.",,,,,,,,"img/derivatives/simple/18466/thumbnail.jpg","img/derivatives/simple/18466/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD5.0a.jpg",,
18506,"Proverb: 'To Fill up the Well after the Calf has drowned' (Unknown Collection)","Painting",,,,,,17.5,"Unavailable","Private Collection/Art Market",,"cat.no.10a","Private",,"Oil",,,,,,,,,,,,,,"Proverbs Series",,,,,,,,,,,,,,,,,,,,,,"img/derivatives/simple/18506/thumbnail.jpg","img/derivatives/simple/18506/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD52.1a_0.jpg",,
18507,"The Misanthropist (Unknown Collection)","Painting",,,,,,17.5,"Unavailable","Private Collection/Art Market",,"cat.no.10b","Private",,"Oil",,,,,,,,,,,,,,"Proverbs Series",,,,,,,,,,,,,,,,,,,,,,"img/derivatives/simple/18507/thumbnail.jpg","img/derivatives/simple/18507/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD52.2a_0.jpg",,
18508,"Man on Egg (Unknown Collection)","Painting",,,,,,17.5,"Unavailable","Private Collection/Art Market",,"cat.no.10c","Private",,"Oil",,,,,,,,,,,,,,"Proverbs Series",,,,,,,,,,,,,,,,,,,,,,"img/derivatives/simple/18508/thumbnail.jpg","img/derivatives/simple/18508/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD52.3c_0.jpg",,
18509,"The One who is Eating the Meal (Unknown Collection)","Painting",,,,,,17.5,"Unavailable","Private Collection/Art Market",,"cat.no.10d","Private",,"Oil",,,,,,,,,,,,,,"Proverbs Series",,,,,,,,,,,,,,,,,,,,,,"img/derivatives/simple/18509/thumbnail.jpg","img/derivatives/simple/18509/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD52.4a_0.jpg",,
18510,"Sheet of two roundels ""The drunkard pushed into the pigsty, the woodcutters""","Painting",,,,,,17.7,,,,,"Unknown/Not Applicable",,"Oil",,,,,,,,,,,,,,"Proverbs Series",,,,,"Pieter Bruegel II",,,,,,,,,"London Sotheby, 8 july 1987, lot 104",,,,,,,,"img/derivatives/simple/18510/thumbnail.jpg","img/derivatives/simple/18510/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD53.0a.png",,
18511,"Roundel: Misanthropist and Fruit Plate (recto/verso)","Painting",,,,,,17.7,,,,,"Unknown/Not Applicable",,"Oil",,,,,,,,,,,,,,"Proverbs Series",,,,,"Pieter Bruegel II",,,,,,,,,,,,,,,,,"img/derivatives/simple/18511/thumbnail.jpg","img/derivatives/simple/18511/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD54.1a_recto.png",,
18512,"Roundel: Man Playing on Jaw Bone and Fruit Plate (recto/verso)","Painting",,,,,,17.7,"Belgium","Deurne","Musée Provincial Sterckshof","Inv. Nr. S. 65/30","Public",,"Oil",,"Panel",,,,,,,,,,,,"Proverbs Series",,,,,"Pieter Bruegel II",,,,,,,,,,,,,,,,,"img/derivatives/simple/18512/thumbnail.jpg","img/derivatives/simple/18512/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD54.2a.png",,
18513,"The Blue Coat (Paris)","Painting",,,,,,18.8,"Unavailable","Private Collection/Art Market",,"Paris, Gal. de Jonckheere, 1993, Nr. 13","Private",,"Oil",,"Panel",,"P.BREVGHEL","lower middle",,,,,,,,,"Proverbs Series",,,,,"Pieter Bruegel II",,,,,,,,,"Private Collection",,,,,,,,"img/derivatives/simple/18513/thumbnail.jpg","img/derivatives/simple/18513/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD55.0b.png",,
18514,"Woman Carrying Water in One Hand and Fire in the Other in Winter Landscape (Switzerland, Private Collection)","Painting",,,,,,18.8,"Unavailable","Private Collection/Art Market",,"Switzerland, Private Collection, cat. 1996","Private",,"Oil",,"Panel",,"P.BREVGHEL","lower right",,,,,,,,,"Proverbs Series",,,,,"Pieter Bruegel II",,,,,,,,,"1993 - Paris, Gal. de Jonckheere, Fruhj. Ausst. Nr. 12, auf der Biennale Paris 1994 ausgestellt",,,,,,,,"img/derivatives/simple/18514/thumbnail.jpg","img/derivatives/simple/18514/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD55.1b.png",,
18515,"The Greedy Drunkard (Paris, Gal. de Jonckheere)","Painting",,,,,,18.8,"Unavailable","Private Collection/Art Market",,"Paris, Gal. de Jonckheere, 1993, Nr. 15","Private",,"Oil",,"Panel",,"P.BREVGHEL","lower middle",,,,,,,,,"Proverbs Series",,,,,"Pieter Bruegel II",,,,,,,,,,,,,,,,,"img/derivatives/simple/18515/thumbnail.jpg","img/derivatives/simple/18515/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD55.2b.png",,
18516,"The couple with Owl and Jug (Switzerland, Private Collection)","Painting",,,,,,18.8,"Unavailable","Private Collection/Art Market",,"Switzerland, Private Collection, cat. 1996","Private",,"Oil",,"Panel",,,,,,,,,,,,"Proverbs Series",,,,,"Pieter Bruegel II",,,,,,,,,"1993 - Paris, Gal. de Jonckheere, Nr. 14; auf der Biennale Paris 1994 ausgestellt",,,,,,,,"img/derivatives/simple/18516/thumbnail.jpg","img/derivatives/simple/18516/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD55.3b.png",,
18517,"A Man Pissing on the Moon (London, Sotheby's)","Painting",,,,17,19.75,,,,,,"Unknown/Not Applicable",,"Oil",,"Panel",,,,,,,,,,,,"Proverbs Series",,,,,"Pieter Bruegel II","Marlier 1969, S. 157, Nr. 19 b",9888,,,,,,,"1934 - Private, Germany, Nr. 26; 1935 - Amsterdam, Gal. de Boer; London Sotheby, 27 october 1993 lot 88",,,,,,,,"img/derivatives/simple/18517/thumbnail.jpg","img/derivatives/simple/18517/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD56.0b.png",,
18518,"A Drinker in a Jug (United States, Private Collection)","Painting",,,,,,19.5,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,,,,,,,,,,,,,"Proverbs Series",,,,,"Pieter Bruegel II","Marlier, 1969, p. 161, no. 25, illus. 86",9889,,,,,,,"1963 - London, Sotheby's, 03.07.63, Nr. 96; 1963 - New York, Dealer, Linsky, Jack and Belle; 1985 - New York, Sotheby's, 21.05.85, Nr. 138; 1986 - Paris, Gal. D'Art St. Honore, Kat 1986/87, Nr. 4; New York Sotheby, 21 may 1985 lot 138",,,,,,,,"img/derivatives/simple/18518/thumbnail.jpg","img/derivatives/simple/18518/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD57.0b.png",,
18519,"The Fleeing Horse","Painting",,,,,,19,"Unavailable","Private Collection/Art Market",,"Paris, Gal. de Jonckheere, cat. 1991, nr. 7","Private",,"Oil",,,,"P. BRVEGHEL","upper middle",,,,,,,,,"Proverbs Series",,,,,"Pieter Bruegel II",,,,,,,,,"1983 - Rome, Christie's, 10.05.83, Nr. 306",,,,,,,,"img/derivatives/simple/18519/thumbnail.jpg","img/derivatives/simple/18519/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD58.0b.png",,
18520,"Netherlandish Proverbs (Lucerne, Fischer)","Painting",,,,114,164,,,,,,"Unknown/Not Applicable",,"Oil",,"Panel",,,,,,,,,,,,"Proverbs Series",,,,,"Pieter Bruegel II","Marlier 1969, S. 128, Nr. 9, S. 136f|Mund 1976, S. 166, Anm. 20","10263|10264",,,,,,,"Cologne, Bodmer; Galerie Fischer, Lucerne, 3-7 December 1963, Nr. 1561; Galerie Julieus Bohler, Munich, 1974/76; acquired by dutch den Museumverein 1976, Inv. Nr. GK. 1095",,,,,,,,"img/derivatives/simple/18520/thumbnail.jpg","img/derivatives/simple/18520/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD60.0b.png",,
18521,"Netherlandish Proverbs (Munich, Gal. Bohler)","Painting",,,,115,163.5,,"Unavailable","Private Collection/Art Market",,"Munich, Gal. Bohler, cat. 1976","Private",,"Oil",,"Panel",,,,,,,,,,,,"Proverbs Series",,,,,"Pieter Bruegel II",,,,,,,,,"1964 - Lucerne, Fischer, 03.12.63 as Pieter II; 1976 - Genf, Slg. Bodmer, Martin",,,,,,,,"img/derivatives/simple/18521/thumbnail.jpg","img/derivatives/simple/18521/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD61.0b.png",,
18522,"Netherlandish Proverbs (unknown)","Painting",,,,,,,,,,,"Unknown/Not Applicable",,"Oil",,,,,,,,,,,,,,"Proverbs Series",,,,,,,,,,,,,,,,,,,,,,"img/derivatives/simple/18522/thumbnail.jpg","img/derivatives/simple/18522/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD62.0b.png",,
18523,"Netherlandish Proverbs (London, Christie's, 1977)","Painting",,,,,,,,,,,"Unknown/Not Applicable",,"Oil",,,,,,,,,,,,,,"Proverbs Series",,,,,,,,,,,,,,"Sale, London Christie's, 8 July 1977, nr. 36",,,,,,,,"img/derivatives/simple/18523/thumbnail.jpg","img/derivatives/simple/18523/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD63.0b.png",,
18524,"The Drunkard pushed into the Pigsty (Paris, Ader Picard Tajan)","Painting",,,,,,18,,,,,"Unknown/Not Applicable",,"Oil",,,,,,,,,,,,,,"Proverbs Series",,,,,,,,,,,,,,"Sale, Brussels (Giroux), 6 May 1954, no.360, m.aff.; 1978 - Brussel, Palais des Beaux-Arts, 22.11.78, Nr. 373A; Sale, Paris, Ader Picard Tajan, 29.06.89, Nr. 44",,,,,,,,"img/derivatives/simple/18524/thumbnail.jpg","img/derivatives/simple/18524/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD64.0a.png",,
18525,"The Drunkard pushed into the Pigsty (London, Christie's, 2002)","Painting",,,,,,18,,,,,"Unknown/Not Applicable",,"Oil",,,,,,,,,,,,,,"Proverbs Series",,,,,,"S. van Outryve d'Ydewelle, Inventory of the Chateau at St. Andre lez Bruges, c. 1950|P. Biancomi, Tout l'oeuvre peint de Bruegel l'Ancien, Paris, 1981|R. van Schoute and H. Verougstraete, The Burlington Magazine, March 2000|The National Gallery Review|S. Avery-Quash, ""Decouverte d'une oeuvre de Brueghel l'Ancien"", June 2001",8291,,,,,,,"Chevalier Jean-Charles van der Renne de Dacienbroeck (1769-1827), chateau de Daelenbroeek, Herkenbosch and by descent to; Cercle van der Renne de Daelenbroeck; Sale, London Christie's, 10 July 2002",,,,,,,,"img/derivatives/simple/18525/thumbnail.jpg","img/derivatives/simple/18525/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD65.0b.png",,
18526,"The Drunkard pushed into the Pigsty (private collection)","Painting",,,,,,18,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,,,,,,,,,,,,,"Proverbs Series",,,,,"Pieter Bruegel II","Maer, 1994, Ft. S. 192|AK Essen/Wien 1997/98, Abb. 2, S. 358|AK Antwerpen 1998",8292,,,,,,,"1989, Paris, Gal. de Jonckheere, ausgestellt in Monte Carlo zur Biennale (Kat. 2)",,,,,,,,"img/derivatives/simple/18526/thumbnail.jpg","img/derivatives/simple/18526/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD66.0b.png",,
18527,"The Drunkard pushed into the Pigsty (London, Christie's, 1990)","Painting",,,,36.2,48.7,,,,,,"Unknown/Not Applicable",,"Oil",,,,,,,,,,,,,,"Proverbs Series",,,,,,,,,,,,,,"Sale, London Christie's, 14 dec. 1990",,,,,,,,"img/derivatives/simple/18527/thumbnail.jpg","img/derivatives/simple/18527/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD67.0b.png",,
18528,"""If a rich man plays on asses jawbone, it's still music""","Print",,,,,,,,,,,"Unknown/Not Applicable",,,,,,,,,,,,,,,,"Proverbs Series",,,,,,,,,,,,,,,,,,,,,,"img/derivatives/simple/18528/thumbnail.jpg","img/derivatives/simple/18528/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD68.0b.png",,
18468,"Netherlandish Proverbs (Berlin, Goering)","Painting",,,,120,170,,,,,,"Unknown/Not Applicable",,"Oil",,,,,,,,,,,,,,"Proverbs Series",,,,,,"Friedl.Zeitschr.ild. Kst., 25(1914),9. cf. Gluch 8, Tolnay 4, Friedl.XIV,12.",,,,,,,,"Verz. Hertog de Veragua, Spanje. |Verz. S. Levy. |Tent. de v. Eych a Breugel, Paris Orangerie 1935 no. 18. |Verz. H. Goering, Berlin, ca. 1941-1945. |Tent. Parijs 1935, no. 18",,,,,,,,"img/derivatives/simple/18468/thumbnail.jpg","img/derivatives/simple/18468/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD7.0b.jpg",,
18469,"Netherlandish Proverbs (London, Christie's)","Painting",,,,118,170.2,,,,,,"Unknown/Not Applicable",,"Oil",,"Canvas",,,,,,,,,,,,"Proverbs Series",,,,,"Pieter Bruegel II","Marlier 1969, S. 128, Nr. 12",10262,,,,,,,"Sale, London, Christie's, July 17, 1981, Nr. 154; Ksth. S. Hartveld, Antwerpen (1938)""",,,,,,,,"img/derivatives/simple/18469/thumbnail.jpg","img/derivatives/simple/18469/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD8.0a.jpg",,
18470,"Netherlandish Proverbs (Private Collection)","Painting",,,,116.2,164.5,,"Unavailable","Private Collection/Art Market",,"S.M. Kalantari","Private","""161(0?)""","Oil",,"Canvas",,"RVEGHEL: 161(0?)","lower left",,,,,,,,,"Proverbs Series",,,,,,"P. Marlier 1969, p. 128, no. 8",10265,,,,,,,"Baron van Pallandt van Waardenburg en Neerijnen, Waardenburg |Sale: Christie's, London, July 8, 1977, lot 36, illus. in color, there purchased by the present owner |Sale, NY Sotheby's, 1997-01-30, nr. 86",,,,,,,,"img/derivatives/simple/18470/thumbnail.jpg","img/derivatives/simple/18470/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD9.0a.jpg",,
18323,"The Fifth Day of Creation: God the Father creates the birds and the fish (Part of a Series) (Christie's, London)","Painting","Religious","Birds|Fish|Parrot|Putti|Old Testament|Paradise",,87,112,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Copper",,"""I. Breughel f.""","bottom let side",,,,,,,,,"Paradise Series",,,,,,,,,,,,,,"Sale, London (Christie's), 2003-12-10, nr. 3.",,,,,,,,"img/derivatives/simple/18323/thumbnail.jpg","img/derivatives/simple/18323/fullwidth.jpg","janbrueghel","brueghel_item",,"Screen_Shot_2017-02-28_at_10.24.52_PM.png",,
18390,"A Paradise scene (Sotheby's, London, 1985)","Painting","Religious","Birds|Dog|Lion|Parrot|Paradise",,19.2,15.4,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Copper",,"""BRUEGHEL""",,,,,,,,,,"Paradise Series",,,,,,,,,,,,,,"Baamkamp Collection, Holland; By descent to present owner. Sale, London (Sotheby's), 13 febr. 1985.",,,,,,,,"img/derivatives/simple/18390/thumbnail.jpg","img/derivatives/simple/18390/fullwidth.jpg","janbrueghel","brueghel_item",,"Screen_Shot_2017-02-28_at_10.35.24_PM.png",,
18360,"A Study of Parrots with a Falconer in the Background (Sotheby's, New York)","Painting","Religious","Birds|Parrot",,30.5,22.2,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Panel",,,,,,,,,,,,"Paradise Series",,,,,,,,,,,,,,"Sale, NY Sotheby's, 2007-01-26, nr. 123.",,,,,,,,"img/derivatives/simple/18360/thumbnail.jpg","img/derivatives/simple/18360/fullwidth.jpg","janbrueghel","brueghel_item",,"Screen_Shot_2017-02-28_at_10.49.26_PM.png",,
18361,"A Study of three Roebucks (Sotheby's, Amsterdam)","Painting","Religious","Deer",,18.6,31.2,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private","ca. 1620","Oil",,"Panel",,,,,,,,,,,,"Paradise Series",,,,,"Jan Brueghel II",,,,,,,,,"Around 1968 purchased from London Gallery (as Edwin Henry Landseer, 1802-1873). London, slg. M. Waddingham. Sale, Amserdam (Sotheby's), 2005-11-15, nr. 4.",,,,,,,,"img/derivatives/simple/18361/thumbnail.jpg","img/derivatives/simple/18361/fullwidth.jpg","janbrueghel","brueghel_item",,"Screen_Shot_2017-02-28_at_11.00.47_PM.png",,
18371,"Allegory of Air (Berlin, 1911)","Painting","Religious","Elements|Birds|Parrot|Nude|Putti|Allegory",,57,97,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Panel",,,,,,,,,,,,"Paradise Series",,,,,,,,,,,,,,"Sale ... Berlin, 4 April 1911.",,,,,,,,"img/derivatives/simple/18371/thumbnail.jpg","img/derivatives/simple/18371/fullwidth.jpg","janbrueghel","brueghel_item",,"Screen_Shot_2017-02-28_at_11.52.26_PM.png",,
18374,"Allegory of Earth and Water (Dusseldorf)","Painting","Religious","Elements|Birds|Fish|Monkey|Allegory|Food|Fruit",,60.5,89,,,,,,"Unknown/Not Applicable",,"Oil",,"Panel",,,,,,,,,,,,"Paradise Series",,,,,,,,,,,,,,"Gallery Stern, Dusseldorf, 1936.",,,,,,,,"img/derivatives/simple/18374/thumbnail.jpg","img/derivatives/simple/18374/fullwidth.jpg","janbrueghel","brueghel_item",,"Screen_Shot_2017-02-28_at_11.58.00_PM.png",,
18331,"The Earthly Paradise: The Creation of Eve (Besançon)","Painting","Religious","Birds|Dog|Lion|Monkey|Parrot|Nude|Old Testament|Paradise",,36,47,,"France","Besançon","Musée des Beaux-Arts et d'Archeologie de Besançon","cat. 1886, nr. 51, as Jan Brueghel; cat. 1919, blz. 216, as Jan Brueghel.","Public",,"Oil",,"Copper",,,,,,,,,,,,"Paradise Series",,,,,"Jan Brueghel II",,,,,,,,,"Besançon, Musee de Beaux-arts, cat. 1886, nr. 51, as Jan Brueghel., cat. 1919, blz. 216, as Jan Brueghel. Tent. Mus. de Besançon (Mus. des Arts déc.), Paris, 1957, cat.nr.20, as School of Jan Brueghel.",,,,,,,,"img/derivatives/simple/18331/thumbnail.jpg","img/derivatives/simple/18331/fullwidth.jpg","janbrueghel","brueghel_item",,"Screen_Shot_2017-03-01_at_11.18.16_PM.png",,
18364,"The Fall (Sotheby's, New York)","Painting","Religious","Birds|Cattle|Deer|Lion|Parrot|Old Testament|Paradise",,94.6,128.3,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Canvas",,,,,,,,,,,,"Paradise Series",,,,,,,,,,,,,,"Sale, New York, Sotheby's, 1997-05-22, nr. 142.",,,,,,,,"img/derivatives/simple/18364/thumbnail.jpg","img/derivatives/simple/18364/fullwidth.jpg","janbrueghel","brueghel_item",,"Screen_Shot_2017-03-01_at_11.20.27_PM.png",,
18329,"Paradise Landscape with Creation of Adam (Christie's, London)","Painting","Religious","Birds|Deer|Dog|Horse|Monkey|Nude|Old Testament|Paradise",,47,81.2,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Panel",,,,,,,,,,,,"Paradise Series",,,,,,,,,,,,,,"Sale,  London Christie's, 10-12-1937, no. 107.",,,,,,,,"img/derivatives/simple/18329/thumbnail.jpg","img/derivatives/simple/18329/fullwidth.jpg","janbrueghel","brueghel_item",,"Screen_Shot_2017-03-01_at_3.53.08_PM.png",,
