"pid","object_pid","label","artist","provenance_date","provenance_location","provenance_text","collection","order"
"9580","10060","Italian Landscape, recto, Landscape with Castle, verso","pieterbruegel",,"London","William Mayor (d. 1874)","provenance",
"9581","10060","Italian Landscape, recto, Landscape with Castle, verso","pieterbruegel","1879","Berlin","Staatliche Museen zu Berlin, Kupferstichkabinett","provenance",
"9582","10061","Landscape with Bears, recto, Estuary with City in Background, verso","pieterbruegel",,,"F. Berovsky","provenance",
"9583","10061","Landscape with Bears, recto, Estuary with City in Background, verso","pieterbruegel",,"Prague","Freiherr Adalbert von Lanna (1836-1909)","provenance",
"9584","10061","Landscape with Bears, recto, Estuary with City in Background, verso","pieterbruegel","1925","Prague","Nardoni Gallery, from Engert collection","provenance",
"9585","10062","Landscape with Three Pilgrims","pieterbruegel",,"Leiden","Jan van der Does, lord of Bergenstein (1621-1706)","provenance",
"9586","10062","Landscape with Three Pilgrims","pieterbruegel",,"Delft","Valerius Rover (1636-1739)","provenance",
"9587","10062","Landscape with Three Pilgrims","pieterbruegel",,"Germany","Private Collection","provenance",
"9588","10062","Landscape with Three Pilgrims","pieterbruegel","Nov 29 1977","London","Auction at Christie's, Lot# 158","provenance",
"9589","10062","Landscape with Three Pilgrims","pieterbruegel",,"Antwerp","Koninklijk Museum voor Schone Kunsten","provenance",
"9590","10063","Large Alpine Landscape (Paris)","pieterbruegel",,"Paris","Stamp of the Lourve Museum, L.1955","provenance",
"9591","10066","Solicitudo Rustica (London)","pieterbruegel",,"London","Private Collection","provenance",
"9592","10066","Solicitudo Rustica (London)","pieterbruegel","1963","London","Acquired by the British Museum","provenance",
"9593","10067","Landscape with St. Jerome (Copy) ","pieterbruegel",,"Cologne","Possibly with Heberlé","provenance",
"9594","10067","Landscape with St. Jerome (Copy) ","pieterbruegel","1908","London","With dealer O. Bach & Co.","provenance",
"9595","10067","Landscape with St. Jerome (Copy) ","pieterbruegel","1909","London","Acquired by the British Museum","provenance",
"9596","10068","River Landscape at Basrode","pieterbruegel",,"Berlin","A. von Beckerath (1834-1915). L.2504","provenance",
"9597","10068","River Landscape at Basrode","pieterbruegel","1902","Berlin","Acquired by Staatliche Museen zu Berlin, Kupferstichkabinett with Beckerath Collection","provenance",
"9598","10069","River Landscape at Basrode (Copy)","pieterbruegel",,"London","Samuel Woodburn (1783-1853)","provenance",
"9599","10069","River Landscape at Basrode (Copy)","pieterbruegel",,"London","Sir Thomas Lawrence (1769-1830), L.2445","provenance",
"9600","10069","River Landscape at Basrode (Copy)","pieterbruegel",,"England","Sir Thomas Phillipps (1792-1872)","provenance",
"9601","10069","River Landscape at Basrode (Copy)","pieterbruegel",,"England","Thomas Fitzroy Fenwick (1856-1938)","provenance",
"9602","10069","River Landscape at Basrode (Copy)","pieterbruegel",,"London","Count Antoine Seilern (1901-1978)","provenance",
"9603","10069","River Landscape at Basrode (Copy)","pieterbruegel","1946","London","Donated to British Museum by Count Antoine Seilern","provenance",
"9604","10070","River Landscape with Village","pieterbruegel","Jun 12 1912","Amsterdam","Mueller-Danlos. Lot 48.","provenance",
"9605","10071","River Landscape with Angler","pieterbruegel",,"Paris","Stamp of the Lourve Museum, L. 1955","provenance",
"9606","10073","The Temptation of Saint Anthony (Oxford)","pieterbruegel",,"London","Francis Douce","provenance",
"9607","10073","The Temptation of Saint Anthony (Oxford)","pieterbruegel","1834","Oxford","Gifted to Bodlein Library, L.687","provenance",
"9608","10073","The Temptation of Saint Anthony (Oxford)","pieterbruegel","1863","Oxford","Transferred to Ashmolean Museum","provenance",
"9609","10074","Big Fish Eat Little Fish (Vienna)","pieterbruegel",,"Vienna","Albert von Sachsen-Teschen, L.174","provenance",
"9610","10074","Big Fish Eat Little Fish (Vienna)","pieterbruegel",,"Vienna","Graphische Sammlung Albertina","provenance",
"9611","10075","The Ass at School (Berlin)","pieterbruegel",,"London","Charles Fairfax Murphy (1849-1919)","provenance",
"9612","10075","The Ass at School (Berlin)","pieterbruegel","1920","Berlin","Acquired by Staatliche Museen zu Berlin, Kupferstichkabinett","provenance",
"9613","10076","Avaritia (Greed) (London)","pieterbruegel",,"London","Baron Dominique Vivant-Denon (1747-1825)","provenance",
"9614","10076","Avaritia (Greed) (London)","pieterbruegel","May 1 1826 to May 19 1826","Paris","Auction of Baron Vivant-Denon by M. Masson St. Maurice, Lot#593","provenance",
"9615","10076","Avaritia (Greed) (London)","pieterbruegel",,"London","Charles Fairfax Murphy (1849-1919)","provenance",
"9616","10076","Avaritia (Greed) (London)","pieterbruegel","Jan 30 1920 to Feb 2 1920","London","Acquired by Nicolaas Beets at Auction of Charles Fairfax Murphy by Christie's, Lot# 87 (?)","provenance",
"9617","10076","Avaritia (Greed) (London)","pieterbruegel",,"London","The British Museum","provenance",
"9618","10077","Gula (Gluttony) (Paris)","pieterbruegel",,"London","Baron Dominique Vivant-Denon (1747-1825)","provenance",
"9619","10077","Gula (Gluttony) (Paris)","pieterbruegel","May 1 1826 to May 19 1826","Paris","Auction of Baron Vivant-Denon by M. Masson St. Maurice, Lot#593","provenance",
"9620","10077","Gula (Gluttony) (Paris)","pieterbruegel",,"London","Charles Fairfax Murphy (1849-1919)","provenance",
"9621","10077","Gula (Gluttony) (Paris)","pieterbruegel","Jan 30 1920 to Feb 2 1920","London","Acquired by Nicolaas Beets at Auction of Charles Fairfax Murphy by Christie's, Lot# 87 (?)","provenance",
"9622","10077","Gula (Gluttony) (Paris)","pieterbruegel",,"Blaricum, Paris","Frits Lugt (1885-1970)","provenance",
"9623","10078","Superbia (Pride) (Paris)","pieterbruegel",,"London","Baron Dominique Vivant-Denon (1747-1825)","provenance",
"9624","10078","Superbia (Pride) (Paris)","pieterbruegel","May 1 1826 to May 19 1826","Paris","Auction of Baron Vivant-Denon by M. Masson St. Maurice, Lot#593","provenance",
"9625","10078","Superbia (Pride) (Paris)","pieterbruegel",,"London","Charles Fairfax Murphy (1849-1919)","provenance",
"9626","10078","Superbia (Pride) (Paris)","pieterbruegel","Jan 30 1920 to Feb 2 1920","London","Acquired by Nicolaas Beets at Auction of Charles Fairfax Murphy by Christie's, Lot# 87 (?)","provenance",
"9627","10078","Superbia (Pride) (Paris)","pieterbruegel",,"Blaricum, Paris","Frits Lugt (1885-1970)","provenance",
"9628","10079","Luxuria (Lust) (Brussels)","pieterbruegel",,"Belgium","Francois Empain","provenance",
"9629","10080","Ira (Anger) (Florence)","pieterbruegel","1793","Florence","Uffizi Gallery Inventory","provenance",
"9630","10081","Invidia (Envy) (Switzerland)","pieterbruegel",,"London","Baron Dominique Vivant-Denon (1747-1825)","provenance",
"9631","10081","Invidia (Envy) (Switzerland)","pieterbruegel","May 1 1826 to May 19 1826","Paris","Auction of Baron Vivant-Denon by M. Masson St. Maurice, Lot#593","provenance",
"9632","10081","Invidia (Envy) (Switzerland)","pieterbruegel",,"Paris","Alfred Beurdeley (1847-1919)","provenance",
"9633","10081","Invidia (Envy) (Switzerland)","pieterbruegel","Jun 8 1920 to Jun 10 1920","Paris","Auction of Alfred Beurdeley at Galerie George Petit","provenance",
"9634","10081","Invidia (Envy) (Switzerland)","pieterbruegel",,"Amsterdam","Anton Wilhelmus Mari Mensing (1866-1936)","provenance",
"9635","10081","Invidia (Envy) (Switzerland)","pieterbruegel","Apr 27 1937 to Apr 29 1937","Amsterdam","Auction of Mensing by Frederik Muller","provenance",
"9636","10081","Invidia (Envy) (Switzerland)","pieterbruegel",,"Basel","Acquired by Robert von Hirsch","provenance",
"9637","10082","Desidia (Sloth) (Vienna)","pieterbruegel",,"Vienna","Graphische Sammlung Albertina","provenance",
"9638","10083","The Last Judgment (Vienna)","pieterbruegel",,"Vienna","Albert von Sachsen-Teschen (1738-1822)","provenance",
"9639","10083","The Last Judgment (Vienna)","pieterbruegel",,"Vienna","Graphische Sammlung Albertina","provenance",
"9640","10084","Everyman (London)","pieterbruegel",,"London","Samuel Woodburn (1786-1853)","provenance",
"9641","10084","Everyman (London)","pieterbruegel","Jun 16 1854","London","Auction of Samuel Woodburn by Christie's, Lot# 1165","provenance",
"9642","10084","Everyman (London)","pieterbruegel",,"London","The British Museum","provenance",
"9643","10085","The Alchemist (Berlin)","pieterbruegel",,"Paris","Pierre Crozat, L.2951, 2952","provenance",
"9644","10085","The Alchemist (Berlin)","pieterbruegel",,"Paris","P.J. Mariette, L.1852","provenance",
"9645","10085","The Alchemist (Berlin)","pieterbruegel","1909","Berlin","Gifted to Staatliche Museen zu Berlin, Kupferstichkabinett by Benoit Oppenheim","provenance",
"9646","10086","Ice Skating before the Gate of Saint George (America)","pieterbruegel",,"Frankfurt","Johann Goll van Franckenstein I (1722-1785)","provenance",
"9647","10086","Ice Skating before the Gate of Saint George (America)","pieterbruegel",,"Amsterdam","Johann Goll van Franckenstein II (1756-1821)","provenance",
"9648","10086","Ice Skating before the Gate of Saint George (America)","pieterbruegel",,"Amsterdam","Pieter Hendrik Goll van Franckenstein (1787-1832)","provenance",
"9649","10086","Ice Skating before the Gate of Saint George (America)","pieterbruegel","Jul 1 1833","Amsterdam","Acquired by Ernst Georg Harzen (1790-1863) at auction of Pieter Hendrik Goll van Franckenstein, album X, Lot# 11","provenance",
"9650","10086","Ice Skating before the Gate of Saint George (America)","pieterbruegel",,"London","Herbert Bier","provenance",
"9651","10087","Kermis at Hoboken (London)","pieterbruegel","Feb 15 1921 to Feb 16 1921","London","Mackzenie of Gairloch Sale at Sotheby's, Lot# 216","provenance",
"9652","10087","Kermis at Hoboken (London)","pieterbruegel","Jul 10 1936 to Jul 14 1936","London","Oppenheimer Sale at Christie's, Lot# 224.","provenance",
"9653","10087","Kermis at Hoboken (London)","pieterbruegel",,"Germany","With Matthiesen","provenance",
"9654","10087","Kermis at Hoboken (London)","pieterbruegel","1944","Hampshire","Lord Lee of Fareham","provenance",
"9655","10087","Kermis at Hoboken (London)","pieterbruegel","1947","London","Acquired by the Courtauld Institute of Art","provenance",
"9656","10088","Fides (Faith) (Amsterdam)","pieterbruegel",,"Montauban, Paris","Count Antoine-Francois Andreossy (1761-1828)","provenance",
"9657","10088","Fides (Faith) (Amsterdam)","pieterbruegel",,"Montauban, Paris","Heirs of Count Andreossy","provenance",
"9658","10088","Fides (Faith) (Amsterdam)","pieterbruegel","Apr 13 1864","Paris","Acquired by Wilhem Koller (d. 1871, Vienna, Austria) at auction of heirs of Count Andreossy, Lot# 227","provenance",
"9659","10088","Fides (Faith) (Amsterdam)","pieterbruegel",,"Crailoo, Amsterdam","Pieter Langerhuizen Lzn (1839-1918)","provenance",
"9660","10088","Fides (Faith) (Amsterdam)","pieterbruegel","Apr 29 1919","Amsterdam","Acquired by Frederik Muller at auction of Pieter Langerhuizen, Lot# 118","provenance",
"9661","10088","Fides (Faith) (Amsterdam)","pieterbruegel",,"Amsterdam","Rijksmuseum","provenance",
"9662","10089","Caritas (Charity) (Rotterdam)","pieterbruegel",,"Amsterdam","Nicolaas Beets (1878-1963)","provenance",
"9663","10089","Caritas (Charity) (Rotterdam)","pieterbruegel","1925","Haarlem","Bought by Franz Koenigs (1881-1941)","provenance",
"9664","10089","Caritas (Charity) (Rotterdam)","pieterbruegel","1940","Rotterdam","Bought by Daniel George Beuningen (1877-1955)","provenance",
"9665","10089","Caritas (Charity) (Rotterdam)","pieterbruegel","1940","Rotterdam","Gifted to Stichting Museum Boymans","provenance",
"9666","10089","Caritas (Charity) (Rotterdam)","pieterbruegel",,"Rotterdam","On permanent loan to Museum Boijmans Van Beuningen","provenance",
"9667","10090","Prudentia (Prudence) (Brussels)","pieterbruegel",,"Brussels","Jean de Grez (d. 1910)","provenance",
"9668","10090","Prudentia (Prudence) (Brussels)","pieterbruegel","1911","Brussels","Given by his widow with entire De Grez collection to Musees Royaux des Beaux Arts de Belgique-Koninklijke Musea voor Schone Kunsten van Belgie","provenance",
"9669","10091","Spes (Hope) (Berlin)","pieterbruegel",,"Montauban, Paris","Count Antoine-Francois Andreossy (1761-1828)","provenance",
"9670","10091","Spes (Hope) (Berlin)","pieterbruegel",,"Montauban, Paris","Heirs of Count Andreossy","provenance",
"9671","10091","Spes (Hope) (Berlin)","pieterbruegel","Apr 13 1864","Paris","Acquired by Wilhem Koller (d. 1871, Vienna, Austria) at auction of heirs of Count Andreossy, Lot# 227","provenance",
"9672","10091","Spes (Hope) (Berlin)","pieterbruegel",,"Berlin","Staatliche Museen zu Berlin, Kupferstichkabinett","provenance",
"9673","10092","Justitia (Justice) (Brussels)","pieterbruegel",,"Montauban, Paris","Count Antoine-Francois Andreossy (1761-1828)","provenance",
"9674","10092","Justitia (Justice) (Brussels)","pieterbruegel",,"Montauban, Paris","Heirs of Count Andreossy","provenance",
"9675","10092","Justitia (Justice) (Brussels)","pieterbruegel","Apr 13 1864","Paris","Acquired by Wilhem Koller (d. 1871, Vienna, Austria) at auction of heirs of Count Andreossy, Lot# 227","provenance",
"9676","10092","Justitia (Justice) (Brussels)","pieterbruegel",,"Prague","Freiherr Adalbert von Lanna (1836-1909)","provenance",
"9677","10092","Justitia (Justice) (Brussels)","pieterbruegel","May 6 1910 to May 11 1910","Stuttgart","Acquired by H.G. Gutekunst at auction of Freiherr Adalbert von Lanna","provenance",
"9678","10092","Justitia (Justice) (Brussels)","pieterbruegel",,"Brussels","Bibliotheque Royale de Belgique, Cabinet de Estampes","provenance",
