"pid","object_pid","author","comment","post_date"
635,3766,"E.A. Honig","<p>Image orientation fixed, thank you Louisa!</p>","January 23, 2020"
636,3771,"E.A. Honig","<p>There have been conflicts about the date of this picture but I agree with Ertz, it must have been done ca. 1605 when Jan was in Antwerp and the collaboration happened at that distance. The landscape is in no way characteristic of Jan's Italian period. Pijl makes some suggestions about how this collaboration would have worked.<br />The angels in the sky here are repeated in several Baptism of Christ paintings by Rottenhammer; see for instance the Augsburg/Munich painting (#L760).<br />Borromeo discusses this work in the Musaeum:  ""Vi sono degli ucceletti dipinti dal Rathnamero, i quali nel rigore dell'inverno spargono gran copia di fiori, dipinti dal Brueghel. Qui sotto celasi un mistero. I fiori e i ghiacci rappresentanti della primavera e dell'inverno, gli estremi opposti di natura, simboleggiano la gloria del Cielo e la tristezza del soggiorno terrestre. Ma, per dire il vero, quando ordinai il quadro non pensavo affatto ne a simboli ne a misteri.""</p>","June 17, 2012"
637,3771,"Claudia Insenga","<p>Letter to Borromeo, 1605. “la gia vista di quell inverno con angeli e fiori” (Crivelli, pg. 65).</p>","May 5, 2016"
638,3774,"E.A. Honig","<p>The very good image on the Kassel website suggests that this is in some large part an original Brueghel. A nice painting.</p>","June 9, 2020"
639,3776,"E.A. Honig","<p>This work does not appear in the 1979 Ertz catalogue or the Honig Database. Its support, shape, motifs and quality are all wrong for Brueghel. Was sold most recently as a Stalbemt.</p>","March 22, 2012"
640,3777,"E.A. Honig","<p>There is a variant on panel with dimensions 11 x 19 cm in the collection of the Duke of Buccleuch in Boughton, Scotland.</p>","July 18, 2015"
641,3779,"E.A. Honig","<p>Definitely not ""Jan Brueghel ca. 1600"" -- not in any way.</p>","July 16, 2013"
642,3780,"E.A. Honig","<p>Copy sold Stockholm (Bukowski) Nov.1976, #5.</p>","July 18, 2015"
643,3783,"E.A. Honig","<p>I have a few attribution doubts, because two cows don't look very good to me--heavily outlined, and on one the head is too small. Yet density of brushwork even in ground plane makes it more likely that this is a real Jan Brueghel.</p><p>There is a drawing associated with this painting in Stockholm, Nationalmuseum.  Ertz says that Winner had some doubts about this drawing. But here is a strange thing:  in the drawing the horses are correct, but in the painting the outer rear one has no legs and the inner rear one seems as if none of his feet is touching the ground.  This combined with the cow problem leads me to question this painting, nice as it is.  Perhaps a studio work drawing on various discrete model drawings? Oddly, in Ertz #72, which repeats same wagon and horses configuration, there are once again no legs on that one rear horse.<br />this picture was displayed at TEFAF in Maastricht in 1990</p>","July 17, 2013"
644,3783,"Ashley Jerbic","<p>The painting joins a variety of visual pathways, in terms of illumination and perspective, which advance the viewer’s eye into the distance. Brueghel’s method of creating a fan-like array of perspectives presents the traveler with a wide-angled view of the terrain.</p>","April 25, 2014"
645,3784,"Paige Walker","<p>British Museum website: ""This drawing was made from life when Brueghel was apparently travelling in the area around Prague in 1604. There are no documents confirming this trip.""</p>","August 2, 2013"
646,3785,"E.A. Honig","<p>From reproductions, this seems to be a better version of the painting in St. Petersburg.</p>","March 11, 2013"
647,3786,"E.A. Honig","<p>The Honig Database has rejected the attribution of this painting to Jan Brueghel the Elder. Figures are very poor.<br />There is the mark of Pieter Stas with his initials on the back of the copper panel.<br />There was once a signature and date (recorded on RKD photo which came from Lunde) that is no longer visible in the Johnny van Haeften photo reproduction. This work was displayed at TEFAF in Maastricht, 2008.<br />poor, much altered version (borrowing motifs from different paintings) in Luik, Mus. Curtius et d'Ansembourg, inv. Mx/2468 (panel, 30.5 x 41.5)</p>","July 17, 2013"
648,3787,"Paige Walker","<p>British Museum website: ""Five versions are known of this composition with wild animals, probably all copies after a (now lost) original by Pieter Bruegel. The BM sheet and one in the Fondation Custodia, Paris (inv.no.8025) are qualitatively the best. The Paris sheet has traditionally been attributed to Jan Brueghel the Elder, while the other versions are considered anonymous copies. Three other versions are kept in the Art Institute of Chicago (inv.no.22.1932) and the Musée du Louvre, Paris (inv.nos.20724 and 20725).""</p>","August 2, 2013"
649,3788,"E.A. Honig","<p>There are five versions of this composition attributed with varying degrees of closeness to Jan/circle of Jan. Sellink feels that the present version is the best one. He says that Boon also accepted its attribution to Jan even though he catalogs it as ""school of Pieter Bruegel.""</p>","August 1, 2014"
650,3789,"E.A. Honig","<p>Pendant is Ertz #400, Fire: The Forge of Vulcan.</p>","September 5, 2013"
651,3790,"E.A. Honig","<p>There is an inscription by feet of Ulysses which reads SEDET AETERNUM QUE SEDEBIT JFOELIX and by feet of Circe one that reads TVNC CEDE MALIS: SED CONTRA ADVENTIOR. I believe this to be the painting described in Francesco Maria del Monte's 1627 inventory as “Una tavola di mano di Bruculo nella quale vi e una Donna con un’Dardo con alcuni putti, et altre cose...” (Frommel 1971, 37). This work is Jan’s only early copper painting that is larger than the standard 25 x 35 size. The picture in Del Monte’s inventory is also larger than his other Jan Brueghels, listed as 2.25 palmi while the others are around 1.5 palmi.<br />The picture is based on a print by Giorgio Ghisi after (acc. Bartsch) Luca Penni, from 1561. There is another painting taking off from that same print filed at the RKD under Herri met de Bles.</p>","July 26, 2012"
652,3790,"E.A. Honig","<p>A painting whose description precisely matches this work was reported in an 18th-century guidebook as hanging in the sacristy of the Milan Cathedral: see Brown, “Hans Rottenhammer in Rom,” 31. According to the 18th-century guidebook the copy was used as an ex-voto; it was sized to the original Ghisi print, like the Del Monte painting, but was on wood panel rather than copper. My hypothesis would be that this painting was a copy by Jan (probably still with Rottenhammer) of their particularly ambitious and complex commissioned painting, and was  sold shortly after its execution to a buyer in Milan.</p>","July 29, 2012"
653,3791,"E.A. Honig","<p>There is a workshop copy of this in the same museum, inv. #DO 4126 (panel, 60 x 103). Another copy formerly Frankfurt, collection S. B. Goldschmidt, sold F. Schwarz Jan. 11 1907 #12 (panel, 60 x 102). This latter work has been attributed by Ertz to Jan the Younger: Ertz 1984 #215.</p>","August 2, 2012"
654,3792,"E.A. Honig","<p>Ertz (2008-10) speculates that this painting of ''Allegory of Air'' is part of a series of the elements which Jan Brueghel painted between 1601-1611.  See Also:</p><ul><li><a href=""/janbrueghel/allegory-of-fire-venus-in-the-forge-of-vulcan-london"">Allegory of Fire: Venus in the Forge of Vulcan (London)</a></li><li><a href=""/janbrueghel/allegory-of-water-germany"">Allegory of Water (Germany)</a></li><li><a href=""/janbrueghel/allegory-of-earth-paris"">Allegory of Earth (Paris)</a></li></ul><p>The backside of the painting contains the inv. #286, from the Angela Burdett-Coutts collection.<br />The copper plate is also marked with the brand of Pieter Stas.<br />There is just one copy of this particular version of Air (and not the rest of the series, only Air). It is cataloged as ERtz, Jan Brueghel the Younger, cat. #200. I would accept that attribution, it makes sense: the copy is good enough to be by a decent painter, too independent to be a workshop copy but dependent enough to be the product of somebody without their own imagination.  Ertz also suggests a date of ca.1628 for the copy based on Jan the Younger's diary which is perfectly possible as well.<br />For further information see the <a href=""https://rkd.nl/en/explore/images/16404"">Rijksbureau voor Kunsthistorische Documentatie website on this painting</a></p>","June 27, 2015"
655,3793,"E.A. Honig","<p>The Lyon ''Allegory of Air'' is part of a series of the elements which Jan Brueghel painted between 1606-1611. See Also:</p><ul><li><a href=""/janbrueghel/allegory-of-earth-lyon"">Allegory of Earth (Lyon)</a> </li><li><a href=""/janbrueghel/allegory-of-water-lyon"">Allegory of Water (Lyon)</a></li><li><a href=""/janbrueghel/allegory-of-fire-venus-in-the-forge-of-vulcan-lyon"">Allegory of Fire: Venus in the Forge of Vulcan (Lyon)</a></li></ul><p>Further information on this painting available at the <a href=""https://rkd.nl/en/explore/images/8042"">Rijksmuseum voor Historische Documentatie website</a>.</p>","June 27, 2015"
656,3793,"E.A. Honig","<p>According to Buijs in Lyon 1991, p.30, there was once a whole other putto to the main figure's right who was painted out.  Also some birds were changed--ones that were utterly finished to the last detail were painted out and replaced by others. </p><p>COPIES AND VARIANTS:<br />copper, 68 x 86, very primitive also, sold Cologne (Kunsthaus 10.xi.76 #1433); also quite bad is one sold London (Christie's 26.vi.64 #133, on copper, 25 x 35 in.).  Another truly awful one sold Fieris (?) 7.vii.26 #17;  another was with G. Cramer in The Hague at some point;  a really dreadful one on copper, 54 x 85, in Dublin, National Gallery of Ireland, and another bad one in collection Ten Cate, Almelo, in 1975. Ste-Gudule sale, Brussels, March 27, 1912 (copper, 66 x 87 cm); Dorotheum, Vienna, March 18-21 1912 (canvas, 58 x 71 cm); Störi, Zurich, December 5, 1924; Fievez, Brussels, July 7-8, 1926 (copper, 31 x 42 cm); Lepke, Berlin, April 1911 (panel, 57 x 97 cm); Sotheby's London, June 26, 1964 (copper, 63.5 x 88.9 cm); Christie's London, December 11, 1981 (38.6 x 56.5 cm); Christie's London, December 13, 1929 (panel, 55.9 x 80 cm). These are all different paintings, and all are of varying degrees of awfulness.   Why so many very bad copies here?  I think it's mostly the figure painters who are bad, I can't tell so much about the birds.<br />There's even one with no figure!--just the birds have been copied [id on back of RKD photo only as Wetzlar].<br />A clearly better painting is the one sold Christie's London 11.xii.87 #67A:  on panel, 45.5 x 82.5 cm.   The ground here seems never to have been finished.  Ertz attributes this to Jan the Younger around 1630 (before vBalen died).  I don't get this picture, the figures seem to be in OK shape but the ground is either unfinished or damaged (it's certainly damaged) or both.  Perhaps the figures were repainted later?</p>","June 7, 2012"
