pid,janonly,related_html,related_ids,label,object_type,genre,tags,realdate,height_cm,width_cm,diameter_cm,plate_dimensions,support,drawing_medium,signature,signature_location,support_marks,further_inscription,collaborators,collaborator_notes,collectors_patrons,print_type,print_notes,printmaker,publisher,states,our_attribution,other_attribution_authorities,ertz_1979,ertz_2008,bailey_walker,hollstein_no,collection_type,location_country,location_city,location_collection,location_or_most_recent_sale_notes,provenance,bibliography,exhibition_history,related_works,copies_and_variants,curatorial_files,external_resources,biblio,order,layout,collection,thumbnail,full
3812,,,,Diana and Nymphs Resting from the Hunt,Painting,Classical Mythology,Hunting Dog Rubens Forest Nude Classical Mythological Musical_instruments,1620-1621,58.5,100,,,Panel,,,,,,Peter Paul Rubens (1577-1632),,,,,,,,Produced in Jan Brueghel's Studio,"Ertz 2008-10, #348, Ertz 1979, #354, Honig database as Jan and studio",354,348,,,Public,France,Paris,Musée de la Chasse et de la Nature,inv. #68-3-1,4980|4981|4982,"Ertz 1979, cat. #354. fig. 464; Van Mulders 2000, p. 121; Van Mulders in Brussels 2007, p. 113, fig. 8; Ertz 2008-10, cat. #348",,,,,,"{% cite 9004 %} cat. #354. fig. 464, {% cite 8900 %} cat. #348",835,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3812/thumbnail.jpg,img/derivatives/simple/3812/full.jpg
3813,,<a href='/brughel/2960'><img src='/img/derivatives/simple/2960/thumbnail.jpg' /></a>,2960,Fantastic Cave with Odysseus and Calypso,Painting,Classical Mythology,Birds Parrot Monkey De_Clerck Tazza Nude Classical Mythological Flowers Fruit Household_items Jewels,1606-1609,34.6,49.5,,,Copper,,,,,,Hendrick de Clerck (1570-1629/30),,,,,,,,Jan Brueghel the Elder,"Ertz 2008-10, #377, Honig database",,377,,,Private,,,,"USA, Mrs. H. John Heinz III",5006|5007|5008|5009|5010,"Härting 1998, p. 276-79; Sutton 1993, p. 212-14, cat. #2; Ertz 2008-10, cat. #377","Boston 1993, cat. #2|Hamm/Mainz 2000, cat. #42",2960,,503|504|505|506|507|508|509|510,,{% cite 8900 %} cat. #377,836,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3813/thumbnail.jpg,img/derivatives/simple/3813/full.jpg
3814,,<a href='/brughel/3102'><img src='/img/derivatives/simple/3102/thumbnail.jpg' /></a>,3102,Feast of the Gods with Marriage of Bacchus and Ariadne,Painting,Classical Mythology,Feasting Wedding Rottenhammer Nude Putti Food Fruit Musical_instruments,1602,31.2,40.5,,,Copper,,Gio. Rottenhammer 1602 F. in Venetia,,,,Hans Rottenhammer (1564-1625),,,,,,,,Jan Brueghel the Elder,Ertz as Hans Rottenhammer and Jan Brueghel the Elder (confirmed for 2012 sale),,,,,Private,,,,"Paris, Christie's, sold 21 June 2012, lot 15 (for $1,575,889)",5030|5031|5032|5033|5034|5035,,,3102,,,,,837,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3814/thumbnail.jpg,img/derivatives/simple/3814/full.jpg
3815,,,,Fire: The Forge of Vulcan,Painting,Allegory,Cosmology Forge Miniature Fire Nude Demons Hell/Underworld Allegory Classical Mythological Armor,ca. 1606,10.7,10.7,,,Copper,,160(6?),,,,,,,,,,,,Jan Brueghel the Elder,"Ertz 2008-10, #400, Honig database",,400,,,Private,,,,Private Collection,5042|5043|5044|5045|5046|5047,"Essen/Vienna 1997, pp. 181-2; Ertz 2008-10, cat. #400","Essen/Vienna 1997, cat. #42",,,514,,"{% cite 9145 %} pp. 181-2, {% cite 8900 %} cat. #400",838,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3815/thumbnail.jpg,img/derivatives/simple/3815/full.jpg
3816,,<a href='/brughel/3198'><img src='/img/derivatives/simple/3198/thumbnail.jpg' /></a>,3198,Flooded Forest Landscape,Drawing,Landscape,Forest,ca. 1590-ca. 1595,23.7,34.1,,,Paper,Pen and brown ink,"""In Milano 13 Gennaro 15[..]""",lower right,"Collector's marks: C.G. Debesse (L.729), F.W. Koenigs (L.1023a)","""no 721""; Verso, UR: ""Brueglo 1593"" and ""Janvier""; Verso, ""(Ecole flamande) / Paysage de Breugel de Velours (à la Plume) / Le Monograme qui occupe le milieu des Dessin / est celui de mr De Boissieu, a qui il a appartenu. Collection de P. Collin"" (P. Collin, L.454); Verso, ""ce Dessin est de Pierre Brueghel, dit le Vieux""",,,,,,,,,Jan Brueghel the Elder,Bailey/Walker cat. #ROTT.MB.1,,,ROTT.MB.1,,Public,Netherlands,Rotterdam,Museum Boijmans Van Beuningen,N 127 (PK),7141|7142|7143|7144|7145|7146|7147|7148,"Regteren Altena 1932, fig. 28; Rotterdam 1934, nr. 5; Brussels 1935, nr. 492; Dijon 1950, nr. 45; Rotterdam 1952, nr. 22; Winner 1961, p. 199-201, fig. 8 (as &quot;Meister of 159&quot;); Arndt 1965-66, p. 10, nr. 4b; Arndt 1972, p. 110-1, nr. K6b (as copy after Pieter Bruegel); Winner 1972, p. 140-1 (as Jan Brueghel I); Berlin 1975, p. 48-9, nr. 50, pl. 72 (as after Pieter Bruegel, probably by Jan Brueghel the Elder); Gerszi 1976, p. 220; Oberhuber 1981, p. 153; Mielke 1986, p. 84; Boon 1992, p. 77, nr. 46, p. 78-80, nr. 47; Mielke 1996, p. 17, 43, nr. 22, fig. B7; Essen/Vienna 1997-98, p. 34, 434-5, 436, nr. 150, ill.; Ruby 1999, p. 45; Rotterdam/New York 2001, p. 71, fig. 67; Rotterdam 2004; Silver 2006a, p. 164, fig. 8.7; Rotterdam 2009; Ruby in Munich 2013, p. 37-8, fig. 25","Rotterdam 1934, nr. 5|Brussels 1935, nr. 492|Dijon 1950, nr. 45|Rotterdam 1952, nr. 22|Berlin 1975, nr. 50|Essen/Vienna 1997-98, nr. 150|Rotterdam/New York 2001, fig. 67|Rotterdam 2004|Rotterdam 2009 (coll 2 kw3)",3198,,,http://collectie.boijmans.nl/en/collection/n-127-(pk),"{% cite 8424 %} fig. 28, {% cite 7988 %} nr. 5, {% cite 8949 %} nr. 492, {% cite 8206 %} nr. 45, {% cite 9167 %} nr. 22, {% cite 8913 %}  p. 199-201, fig. 8 (as ""Meister of 159""), {% cite 9202 %} p. 10, nr. 4b, {% cite 8935 %} p. 110-1, nr. K6b (as copy after Pieter Bruegel), {% cite 9263 %} p. 140-1 (as Jan Brueghel I), {% cite 8652 %} p. 220, {% cite 8028 %} p. 153, {% cite 9419 %} p. 84, {% cite 9080 %}  p. 77, nr. 46, p. 78-80, nr. 47, {% cite 8411 %} p. 17, 43, nr. 22, fig. B7, {% cite 8236 %} p. 34, 434-5, 436, nr. 150, ill., {% cite 9087 %} p. 45, {% cite 9184 %} p. 71, fig. 67, {% cite 8651 %} , {% cite 8883 %} p. 164, fig. 8.7",839,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3816/thumbnail.jpg,img/derivatives/simple/3816/full.jpg
3817,,,,Flora and Zephyr,Painting,Classical Mythology,Birds Guinea_Pigs Rubens Basket Forest Nude Putti Classical History Mythological Flowers Fruit,ca. 1617,136,109,,,,,,,"Panelmaker's mark in red chalk, GA",,Peter Paul Rubens (1577-1632),,,,,,,,Jan Brueghel the Elder,"Ertz 2008-10, #369, Ertz 1984 as Jan the Younger, Honig database",,369,,,Public,Germany,Dessau,Schloss Mosigkau,inv. #MOS. 129,5077|5078|5079|5080|5081|5082,"Müller Hofstede 1968, p. 226; Ertz 1979, p. 389; Ertz 1984, #187; Ertz 2008-10, cat. #369; The Hague 1997-98, pp. 65-66; Savelsberg 2003; Los Angeles/The Hague 2006, pp. 78-81; Munich 2013, p. 346, cat. 75","Dessau 2003|Los Angeles/The Hague 2006, cat. #6|Munich 2013",,,,,"{% cite 7984 %} p. 226, {% cite 9004 %} p. 389, {% cite 8067 %} #187, {% cite 8900 %} cat. #369, {% cite 8240 %} pp. 78-81, {% cite 8739 %} p. 346, cat. 75",840,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3817/thumbnail.jpg,img/derivatives/simple/3817/full.jpg
3818,,<a href='/brughel/3139'><img src='/img/derivatives/simple/3139/thumbnail.jpg' /></a>|<a href='/brughel/3138'><img src='/img/derivatives/simple/3138/thumbnail.jpg' /></a>|<a href='/brughel/3142'><img src='/img/derivatives/simple/3142/thumbnail.jpg' /></a>|<a href='/brughel/3141'><img src='/img/derivatives/simple/3141/thumbnail.jpg' /></a>|<a href='/brughel/3170'><img src='/img/derivatives/simple/3170/thumbnail.jpg' /></a>,3139|3138|3142|3141|3170,Flowers in Earthenware Vase (Private Collection),Painting,Flower Still-Life & Nature Study,Insects Vase Flowers,1607-1608,66,49,,,Panel,,,,,,,,,,,,,,Jan Brueghel the Elder,"Ertz 2008-10, #432 variant, RKD (Drs. Fred G. Meijer) as Jan Brueghel the Elder",,,,,Private,,,,Private Collection,5119|5120|5121|5122,"Ertz 2008-10, under cat. #432 as a Variant",,3139|3138|3142|3141|3170,,,,,841,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3818/thumbnail.jpg,img/derivatives/simple/3818/full.jpg
3819,,<a href='/brughel/3145'><img src='/img/derivatives/simple/3145/thumbnail.jpg' /></a>|<a href='/brughel/2995'><img src='/img/derivatives/simple/2995/thumbnail.jpg' /></a>|<a href='/brughel/2993'><img src='/img/derivatives/simple/2993/thumbnail.jpg' /></a>|<a href='/brughel/3803'><img src='/img/derivatives/simple/3803/thumbnail.jpg' /></a>|<a href='/brughel/3158'><img src='/img/derivatives/simple/3158/thumbnail.jpg' /></a>|<a href='/brughel/3157'><img src='/img/derivatives/simple/3157/thumbnail.jpg' /></a>|<a href='/brughel/3160'><img src='/img/derivatives/simple/3160/thumbnail.jpg' /></a>,3145|2995|2993|3803|3158|3157|3160,Flowers in a Blue Painted Vase,Painting,Flower Still-Life & Nature Study,Birds Insects Vase Flowers,1610-1615,47,34,,,Panel,,,,,,,,,,,,,,Jan Brueghel the Elder,"Ertz 2008-10, #445",,445,,,Private,,,,"London, Johnny van Haeften Ltd., 2009",5128|5129|5130|5131|5132|5133|5134,"Ertz 2008-10, cat. 445",,3145|2995|2993|3803|3158|3157|3160,,534|535|536|537|538,,,842,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3819/thumbnail.jpg,img/derivatives/simple/3819/full.jpg
3820,,<a href='/brughel/3152'><img src='/img/derivatives/simple/3152/thumbnail.jpg' /></a>|<a href='/brughel/3154'><img src='/img/derivatives/simple/3154/thumbnail.jpg' /></a>|<a href='/brughel/3821'><img src='/img/derivatives/simple/3821/thumbnail.jpg' /></a>|<a href='/brughel/3802'><img src='/img/derivatives/simple/3802/thumbnail.jpg' /></a>|<a href='/brughel/3151'><img src='/img/derivatives/simple/3151/thumbnail.jpg' /></a>,3152|3154|3821|3802|3151,Flowers in a Glass Vase (Private Collection),Painting,Flower Still-Life & Nature Study,Insects Glass Vase Flowers,ca. 1610,35,25.5,,,Copper,,BRUEGHEL,,,,,,,,,,,,Jan Brueghel the Elder,"Ertz 2008-10, #421, Ertz 1979, #180",180,421,,,Private,,,,Private Collection,5148|5149|5150|5151|5152|5153|5154|5155|5156|5157,"Ertz 1979, cat. #180; Brenninkmeijer-de Rooij p.80; Ertz 2008-10, cat. #421","Brussels 1980, cat. #127",3152|3154|3821|3802|3151,,539,,,843,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3820/thumbnail.jpg,img/derivatives/simple/3820/full.jpg
3821,,<a href='/brughel/3152'><img src='/img/derivatives/simple/3152/thumbnail.jpg' /></a>|<a href='/brughel/3154'><img src='/img/derivatives/simple/3154/thumbnail.jpg' /></a>|<a href='/brughel/3820'><img src='/img/derivatives/simple/3820/thumbnail.jpg' /></a>|<a href='/brughel/3802'><img src='/img/derivatives/simple/3802/thumbnail.jpg' /></a>|<a href='/brughel/3151'><img src='/img/derivatives/simple/3151/thumbnail.jpg' /></a>,3152|3154|3820|3802|3151,Flowers in a Glass Vase (Zurich),Painting,Flower Still-Life & Nature Study,Insects Glass Vase Flowers,ca. 1608,41.5,33.5,,,Panel,,,,,,,,,,,,,,Produced in Jan Brueghel's Studio,"Ertz 2008-10, #422, Ertz 1979, #181, Honig Database as uncertain, possibly studio, Freedberg as rejected, Meijer in Oxford 2003 as doubtful",181,422,,,Private,,,,"Zürich, Collection of David M. Koetser, 1979)",5161|5162|5163|5164|5165|5166,"Ertz 1979, cat. #181; Brenninkmeijer-de Rooij 1996, p. 80; Oxford 2003, pp. 186-87 notes 2 & 3; Ertz 2008-10, cat. #422","Brueghel Exhibition by art dealer P. de Boer, Amsterdam, 1934, cat. #275",3152|3154|3820|3802|3151,,,,,844,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3821/thumbnail.jpg,img/derivatives/simple/3821/full.jpg
3822,,,,Flowers in a Marbled Vase,Painting,Flower Still-Life & Nature Study,Insects Jan_Brueghel_the_Younger Vase Flowers Fruit,ca. 1620,66.2,49,,,Copper,,,,,,Jan Brueghel the Younger (1601-1678),,,,,,,,Produced in Jan Brueghel's Studio,"Ertz 2008-10, #439, RKD as Jan Brueghel the Younger or studio of the Younger",,439,,,Private,,,,"London, Sotheby's, December 16, 1999, inv. #17 as 'Pseudo-Boschaert, 1610-20'",5167|5168|5169|5170|5171|5172,"Bol 1960, pp. 23-24, 59, #6; Ertz 2008-10, Cat. 439",,,,,,,845,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3822/thumbnail.jpg,img/derivatives/simple/3822/full.jpg
3823,,<a href='/brughel/3160'><img src='/img/derivatives/simple/3160/thumbnail.jpg' /></a>|<a href='/brughel/3167'><img src='/img/derivatives/simple/3167/thumbnail.jpg' /></a>|<a href='/brughel/3164'><img src='/img/derivatives/simple/3164/thumbnail.jpg' /></a>|<a href='/brughel/3163'><img src='/img/derivatives/simple/3163/thumbnail.jpg' /></a>|<a href='/brughel/2991'><img src='/img/derivatives/simple/2991/thumbnail.jpg' /></a>|<a href='/brughel/3593'><img src='/img/derivatives/simple/3593/thumbnail.jpg' /></a>,3160|3167|3164|3163|2991|3593,Flowers in a Sculpted Vase Beside a Wreath of Flowers (Gundelfingen),Painting,Flower Still-Life & Nature Study,Vase Flowers,ca. 1618,38.5,59.2,,,Panel,,BRUEGHEL,,,,,,,,,,,,Produced in Jan Brueghel's Studio,"Ertz 2008-10, #459, Ertz 1984, #290 as Jan the Younger, Honig database",,459,,,Private,,,,"Gundelfingen, collection of Heiner Trost; possibly sold Christie's, New York, June 6 2012",5185|5186|5187|5188|5189|5190|5191|5192|5193|5194,"Hairs 1965, pp. 67, 361 #4 as Jan the Elder; Ertz 1979, pp. 297, 299, 532 fig. 373 as Jan the Younger; Hairs 1985, pp. 42, 46 fig. 13; Ertz 2008-10, cat. #459",,3160|3167|3164|3163|2991|3593,,,,,846,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3823/thumbnail.jpg,img/derivatives/simple/3823/full.jpg
3824,,<a href='/brughel/3843'><img src='/img/derivatives/simple/3843/thumbnail.jpg' /></a>,3843,Forest Landscape with Rest on the Flight into Egypt,Painting,Religious,Resting Parrot House Van_Balen Forest Mountain Christ New_Testament Virgin_Mary,ca. 1604,51.4,66.2,,,Panel,,,,,,Hendrick van Balen (1575-1632),,,,,,,,Produced Outside Jan Brueghel's Studio,"Ertz 2008-10, #245, Ertz 1979, #133, Ertz 1984, #147 as Jan the Younger",133,245,,,Private,,,,"London, Christie's, December 12, 1986, inv. #3",5259|5260|5261|5262|5263|5264,"Ertz 1979, cat. #133, fig. 250; Ertz 1984, cat. #147; Ertz 2008-10, cat. #245",,3843,,,,"{% cite 9004 %} cat. #133, fig. 250, {% cite 8067 %} cat. #147, {% cite 8900 %} cat. #245",847,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3824/thumbnail.jpg,img/derivatives/simple/3824/full.jpg
3826,,<a href='/brughel/3743'><img src='/img/derivatives/simple/3743/thumbnail.jpg' /></a>,3743,Gallery Interior: Allegory of the Art of Painting and the Art of Drawing,Painting,Allegory,Encyclopedic Francken_The_Younger Painting_Within_A_Painting Gallery Flowers Globe,ca. 1620,73.5,105.5,,,Panel,,,,,,Hieronymus Francken the Younger (1568-1623),,,,,,,,Produced Outside Jan Brueghel's Studio,"Ertz 2008-10, #541",,541,,,Private,,,,"Munich, Hampel, December 8, 2007, inv. #1814 (as 'Hieronymus Francken II und Jan Brueghel d.Ä ')",5344|5345|5346|5347|5348|5349|5350,"Ertz 2008-10, Cat. 541, pp.1161-64",,3743,,,,,849,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3826/thumbnail.jpg,img/derivatives/simple/3826/full.jpg
2971,,<a href='/brughel/2972'><img src='/img/derivatives/simple/2972/thumbnail.jpg' /></a>|<a href='/brughel/2973'><img src='/img/derivatives/simple/2973/thumbnail.jpg' /></a>,2972|2973,Battle of the Amazons,Painting,Classical History,Battle Death Horse Rubens Nude Soldiers Classical Landscape,ca. 1598,102,120,,,Panel,,,,,,Peter Paul Rubens (1577-1632),,,,,,,,Jan Brueghel the Elder,"Ertz 2008-10, #550, Expertise by J. Müller Hofstede in 1986, 1988 , Expertise by Klaus Ertz, Honig database",,550,,,Private,,,,Roderick LaShelle Collection,7345|7346|7347|7348,"van den Branden, 1883; Denucé, 1932; Hofstede, 1957; Hofstede, 1962; Jaffé, 1967, pp. 98; Baudouin, 1968; Vlieghe, 1977, pp. 134; Held, 1982, pp. 22; Held, 1983; Eckhardt, 1986; White, 1987, pp. 24, il. 38; Bodart 1990, pp. 10; Padua/Rome/Milan 1990, cat. #1; Essen 1997, cat. #68, 238-242; Ertz 2008-10, cat. #550, pp. 1193-94, 1196; McGrath et al. 2016, Vol. XI","Cologne 1977, p. 181, cat. 24, il. K24, 1|Padova 1990, Palazzo della Ragione |Rome 1990, Palazzo delle Esposizioni|Milano 1990, Societa per le Belle Arti ed Esposizione Permanenete|Essen 1997, Kulturstiftung Ruhr Essen, Villa Hügel|Vienna 1997-8, Kunsthistorisches Museum|Antwerp 1998, KMSKA- The Royal Museum of Fine Arts Antwerp|Cremona 1998, Museo Civico Ala Ponzone|Antwerp 2014, Rubenianium",2972|2973,,7349|7350|7351|7352|7353,,,85,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/2971/thumbnail.jpg,img/derivatives/simple/2971/full.jpg
3827,,,,Garland with Natura Adorned by the Three Graces,Painting,Garland,Monkey Rubens Nude Angels Demons Flowers Fruit Garland Vegetables,ca. 1618,104.1,71.1,,,Panel,,,,,,Peter Paul Rubens (1577-1632),,,,,,,,Jan Brueghel the Elder,"Ertz 2008-10, #490, Ertz 1979, #349, Honig database",349,490,,,Public,Scotland,Glasgow,Kelvingrove Art Gallery and Museum,inv. #609,5361|5362|5363|5364|5365|5366|5367|5368|5369|5370|5371|5372|5373|5374,"Walpole 1758, #11; Rooses 1886-1892, IV, #821; Oldenburg in Rubens catalog, 1921, #61; Evers 1943, pp. 237, 243-44; Held 1959, I, under #75; Glasgow Art Gallery and Museum, cat. 1961, p.117, fig. 609; Hairs 1965, pp. 73, 301, 359, n. 180; Ertz 1979, fig. 387, cat. #349; Freedberg 1981, p. 132; Robels 1989, p. 356; Schuckman 1995, fig. 23; Van Mulders 2000, pp. 119-20; Los Angeles/The Hague 2006, pp.157, 162-63 & fig. 83; McGrath 2006; Ertz 2008-10, pp. 1033-35, cat. #490","London 1912, #14|London, R.A., 1938, #65|London, 1953/54, #194|Bruges 1956, #64|Brussels 2007, #24",,,,,,850,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3827/thumbnail.jpg,img/derivatives/simple/3827/full.jpg
3828,,<a href='/brughel/3068'><img src='/img/derivatives/simple/3068/thumbnail.jpg' /></a>|<a href='/brughel/3341'><img src='/img/derivatives/simple/3341/thumbnail.jpg' /></a>|<a href='/brughel/3259'><img src='/img/derivatives/simple/3259/thumbnail.jpg' /></a>|<a href='/brughel/9576'><img src='/img/derivatives/simple/9576/thumbnail.jpg' /></a>,3068|3341|3259|9576,Harbor with a Fish Market,Drawing,"Village, Town and Cityscape",Market Fish Crowd Merchants Ship,1593-1594,20.4,27.9,,,Paper,,,,,,,,,,,,,,,Bailey/Walker cat. #GERM.PC.1,,,GERM.PC.1,,Private,,,,"Germany, Private Collection",5390|5391|5392|5393|5394|5395|5396,"Winner, 1961, p. 201, fig. 11; De Coo 1970, p. 126, fig. 123; Winner 1972, p. 136; Winner in Berlin 1975, pp. 97-98; Munich, 2013, p. 39, p. 252, cat. #44","Berlin 1975, cat. #115",3068|3341|3259|9576,,,,,851,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3828/thumbnail.jpg,img/derivatives/simple/3828/full.jpg
3829,,,,Interior of a Gothic Church,Painting,Staffage in Church Interior,Dog Church Van_Steenwyck Burghers Interior_Scene,,76,106.7,,,Panel transferred to canvas,,H. VAN/STEENWYCK/EN/ BREUGEL,,,,"Hendrick van Steenwyck the Elder (ca. 1550-1603), Hendrick van Steenwyck the Younger (1580/82-1649)",Either the Elder or the Younger,,,,,,,Jan Brueghel the Elder,"Ertz 2008-10, #598",,598,,,Private,,,,"London, Edgar Both",5426|5427|5428|5429|5430,"Le Brun 1792, 1, pl. 63; Howarth 2009, cat. #II.B. 123; Ertz 2008-10, cat. #598",,,,,,"{% cite 9235 %} cat. #II.B. 123, {% cite 8900 %} cat. #598",852,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3829/thumbnail.jpg,img/derivatives/simple/3829/full.jpg
3830,,<a href='/brughel/3831'><img src='/img/derivatives/simple/3831/thumbnail.jpg' /></a>,3831,"Interior of a Gothic Church Looking East (London, 1443)",Painting,Staffage in Church Interior,Dog Church Van_Steenwyck Painting_Within_A_Painting Burghers Children Interior_Scene,1607-1615,36.7,55,,,Copper,,H.W. ST(?)E(?)JNWICK,,,,Hendrick van Steenwyck the Younger (1580/82-1649),,,,,,,,Jan Brueghel the Elder,"Ertz 2008-10, #597, Ertz 1979, #289, Honig database",289,597,,,Public,England,London,National Gallery,inv. #1443,5434|5435|5436|5437|5438|5439|5440|5441|5442,"Le Blanc 1857, 1, p.58; Crivelli 1868, pp. 119 & 140; Rombouts and Van Lerius 1874, 1, pp. 411, 532-33; Jantzen 1910, pp. 28, 33, 170, #448; Würzbach 1906-11, 2, p. 660; Woermann 1915, 5, p.248; Wilenski 1960, 1, p. 661; Faggin 1966, fig. 21; Martin 1970, 243-46; Braham 1975, pp. 37-38; Ertz 1979, cat. #289; Lawrence 1982, pp. 17-21; Wright 1992, 1, p. 285; London 2001, p.645; Fusenig 2005, pp. 148 & 151; Howarth 2009, cat. #II.B.61, p. 452; Ertz 2008-10, cat. #597",,3831,,569|570,http://www.nationalgallery.org.uk/paintings/hendrick-van-steenwyck-the-younger-and-jan-brueghel-the-elder-the-interior-of-a-gothic-church-looking-east,"{% cite 8379 %} pp. 119 & 140, {% cite 9336 %} 1, pp. 411, 532-33, {% cite 8479 %} 2, p. 660, {% cite 8328 %} 5, p.248, {% cite 8502 %} fig. 21, {% cite 8458 %} 243-46, {% cite 9004 %} cat. #289, {% cite 8767 %} 1, p. 285, {% cite 9099 %} p.645, {% cite 9235 %} cat. #II.B.61, p. 452, {% cite 8900 %} cat. #597",853,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3830/thumbnail.jpg,img/derivatives/simple/3830/full.jpg
3831,,<a href='/brughel/3830'><img src='/img/derivatives/simple/3830/thumbnail.jpg' /></a>,3830,"Interior of a Gothic Church Looking East (London, 2204)",Painting,Staffage in Church Interior,Dog Church Van_Steenwyck Painting_Within_A_Painting Burghers Children Interior_Scene,1615,25.6,40.2,,,Copper,,H. V. STEEIN 1615,,,,Hendrick van Steenwyck the Younger (1580/82-1649),,,,,,,,Jan Brueghel the Elder,"Ertz 2008-10, #596, Ertz 1979, #288, Honig database",288,596,,,Public,England,London,National Gallery,inv. #2204,5443|5444|5445|5446|5447|5448|5449|5450,"Hoet and Terwesten 1752-70, vol. 3, p. 475; Jantzen 1910, p. 170, #458; Wilenski 1960, vol.1, p.661; Martin 1970, pp. 247-47; London 1975, p. 4,5; Ertz 1979, cat. #288; Klessmann 1993, p. 27; London 2001 (museum catalog), p. ; Howarth 2009, cat. #II.B.24, figure p. 438; Ertz 2008-10, cat. #596",,3830,,571,http://www.nationalgallery.org.uk/paintings/hendrick-van-steenwyck-the-younger-and-jan-brueghel-the-elder-the-interior-of-a-gothic-church-looking-east/28761,"{% cite 8072 %} vol. 3, p. 475, {% cite 8458 %} pp. 247-47, {% cite 9004 %}  p. 4,5, {% cite 9235 %} cat. #II.B.24, figure p. 438, {% cite 8900 %} cat. #596",854,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3831/thumbnail.jpg,img/derivatives/simple/3831/full.jpg
